fwd_cmd_m,y_off_cmd_m,gt_x,gt_y,gt_z,gt_range_m,bearing_deg,decoded,dec_range_m,decision_margin,iou,u_px,gt_cx,gt_cy,gt_w,gt_h,tag_cx,tag_cy,tag_w,tag_h,frame
24.0,+0.0,0.0300,-0.2710,23.8800,23.8816,0.65,0,,,,640.7,640.68,473.87,7.91,7.91,nan,nan,nan,nan,fwd024.0_y+0.0_0136_r023.9.png
24.0,+0.0,0.0300,-0.2710,23.8800,23.8816,0.65,0,,,,640.7,640.68,473.87,7.91,7.91,nan,nan,nan,nan,fwd024.0_y+0.0_0137_r023.9.png
24.0,+0.0,0.0300,-0.2710,23.8800,23.8816,0.65,0,,,,640.7,640.68,473.87,7.91,7.91,nan,nan,nan,nan,fwd024.0_y+0.0_0138_r023.9.png
24.0,+0.0,0.0300,-0.2710,23.8800,23.8816,0.65,0,,,,640.7,640.68,473.87,7.91,7.91,nan,nan,nan,nan,fwd024.0_y+0.0_0139_r023.9.png
24.0,+0.0,0.0300,-0.2710,23.8800,23.8816,0.65,0,,,,640.7,640.68,473.87,7.91,7.91,nan,nan,nan,nan,fwd024.0_y+0.0_0140_r023.9.png
24.0,+0.0,0.0300,-0.2710,23.8800,23.8816,0.65,0,,,,640.7,640.68,473.87,7.91,7.91,nan,nan,nan,nan,fwd024.0_y+0.0_0141_r023.9.png
24.0,+0.0,0.0300,-0.2710,23.8800,23.8816,0.65,0,,,,640.7,640.68,473.87,7.91,7.91,nan,nan,nan,nan,fwd024.0_y+0.0_0142_r023.9.png
24.0,+0.0,0.0300,-0.2710,23.8800,23.8816,0.65,0,,,,640.7,640.68,473.87,7.91,7.91,nan,nan,nan,nan,fwd024.0_y+0.0_0143_r023.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0144_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0145_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0146_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0147_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0148_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0149_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0150_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0151_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0152_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0153_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0154_r025.9.png
26.0,+0.0,0.0300,-0.2710,25.8800,25.8814,0.60,0,,,,640.6,640.63,474.35,7.30,7.30,nan,nan,nan,nan,fwd026.0_y+0.0_0155_r025.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0156_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0157_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0158_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0159_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0160_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0161_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0162_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0163_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0164_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0165_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0166_r027.9.png
28.0,+0.0,0.0300,-0.2710,27.8800,27.8813,0.56,0,,,,640.6,640.58,474.75,6.78,6.78,nan,nan,nan,nan,fwd028.0_y+0.0_0167_r027.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0168_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0169_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0170_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0171_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0172_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0173_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0174_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0175_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0176_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0177_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0178_r029.9.png
30.0,+0.0,0.0300,-0.2710,29.8800,29.8812,0.52,0,,,,640.5,640.54,475.10,6.32,6.32,nan,nan,nan,nan,fwd030.0_y+0.0_0179_r029.9.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0180_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0181_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0182_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0183_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0184_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0185_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0186_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0187_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0188_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0189_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0190_r008.4.png
8.0,+3.0,3.0300,-0.2710,7.8800,8.4468,21.11,1,8.6771,115.204,0.9476,847.7,847.62,461.43,22.37,22.37,847.71,461.30,21.78,21.78,fwd008.0_y+3.0_0191_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0192_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0193_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0194_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0195_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0196_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0197_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0198_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0199_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0200_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0201_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0202_r008.4.png
8.0,-3.0,-2.9700,-0.2710,7.8800,8.4255,20.73,1,8.7015,117.746,0.9376,436.5,436.50,461.43,22.43,22.43,436.51,461.26,21.72,21.72,fwd008.0_y-3.0_0203_r008.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0204_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0205_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0206_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0207_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0208_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0209_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0210_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0211_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0212_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0213_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0214_r009.4.png
8.0,+5.0,5.0300,-0.2710,7.8800,9.3525,32.59,1,9.6264,114.903,0.9439,984.7,984.65,461.43,20.21,20.21,984.67,461.26,19.63,19.63,fwd008.0_y+5.0_0215_r009.4.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0216_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0217_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0218_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0219_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0220_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0221_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0222_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0223_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0224_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0225_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0226_r012.5.png
12.0,+4.0,4.0300,-0.2710,11.8800,12.5479,18.78,1,12.8466,88.257,0.9540,823.2,823.16,467.68,15.06,15.06,823.19,467.54,14.71,14.71,fwd012.0_y+4.0_0227_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0228_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0229_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0230_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0231_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0232_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0233_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0234_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0235_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0236_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0237_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0238_r012.5.png
12.0,-4.0,-3.9700,-0.2710,11.8800,12.5287,18.52,1,12.8572,96.027,0.9496,459.6,459.57,467.68,15.08,15.08,459.57,467.57,14.70,14.70,fwd012.0_y-4.0_0239_r012.5.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0240_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0241_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0242_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0243_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0244_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0245_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0246_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0247_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0248_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0249_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0250_r016.7.png
16.0,+5.0,5.0300,-0.2710,15.8800,16.6598,17.60,0,,,,811.0,811.03,470.79,11.34,11.34,nan,nan,nan,nan,fwd016.0_y+5.0_0251_r016.7.png
